"state","puma12","stab","PUMAname","LandSQMI","afact"
"FIPS state","puma12","State Postal Code","PUMA12 Name","Land Area Sq Mls","puma12 to puma12 alloc factor"
"01","00100","AL","Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",2085.318,1 
"01","00200","AL","Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest)",1034.85,1 
"01","00301","AL","Huntsville (North) & Madison (East) Cities",91.175,1 
"01","00302","AL","Huntsville City (Central & South)",62.25,1 
"01","00400","AL","DeKalb & Jackson Counties",1854.961,1 
"01","00500","AL","Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast)",739.095,1 
"01","00600","AL","Morgan & Lawrence Counties--Decatur City",1270.015,1 
"01","00700","AL","Cullman & Winston Counties",1347.819,1 
"01","00800","AL","St. Clair & Blount Counties",1276.678,1 
"01","00900","AL","Etowah County",534.991,1 
"01","01000","AL","Talladega, Cherokee, Randolph, Cleburne & Clay Counties",3035.086,1 
"01","01100","AL","Calhoun County",605.868,1 
"01","01200","AL","Shelby County",784.93,1 
"01","01301","AL","Birmingham City (West)",42.28,1 
"01","01302","AL","Birmingham City (East)",52.237,1 
"01","01303","AL","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",136.356,1 
"01","01304","AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",453.475,1 
"01","01305","AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",426.928,1 
"01","01400","AL","Walker, Marion (South & West), Fayette & Lamar Counties",2574.809,1 
"01","01500","AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",2130.18,1 
"01","01600","AL","Tuscaloosa & Northport (Southeast) Cities",72.983,1 
"01","01700","AL","Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",5492.763,1 
"01","01800","AL","Chilton, Tallapoosa, Chambers & Coosa Counties",2656.832,1 
"01","01900","AL","Lee County--Auburn City",607.536,1 
"01","02000","AL","Montgomery City & Pike Road Town (North)",132.236,1 
"01","02100","AL","Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",2580.842,1 
"01","02200","AL","Southwest Alabama",6941.582,1 
"01","02300","AL","Coffee, Covington, Butler & Crenshaw Counties",3095.097,1 
"01","02400","AL","Russell, Pike, Barbour, Macon & Bullock Counties",3429.801,1 
"01","02500","AL","Houston, Dale, Geneva & Henry Counties--Dothan City",2277.132,1 
"01","02600","AL","Baldwin County",1589.784,1 
"01","02701","AL","Mobile City (East)",61.349,1 
"01","02702","AL","Mobile City (West)",56.919,1 
"01","02703","AL","Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City",1111.168,1 
"02","00101","AK","Anchorage Municipality (North)",1031.669,1 
"02","00102","AK","Anchorage Municipality (South)",673.014,1 
"02","00200","AK","Matanuska-Susitna & Kenai Peninsula Boroughs",40683.229,1 
"02","00300","AK","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",89429.577,1 
"02","00400","AK","Subsistence Alaska",438823.46,1 
"04","00100","AZ","Maricopa County--Gilbert (South) & Queen Creek Towns",68.962,1 
"04","00101","AZ","Maricopa County--Mesa City (East)",86.676,1 
"04","00102","AZ","Maricopa County--Mesa City (North Central)",40.986,1 
"04","00103","AZ","Maricopa County--Mesa City (West)",18.036,1 
"04","00104","AZ","Maricopa County--Mesa City (South Central)",20.908,1 
"04","00105","AZ","Maricopa County--Gilbert Town (North)",36.961,1 
"04","00106","AZ","Maricopa County--Chandler City (Northeast)",22.912,1 
"04","00107","AZ","Maricopa County--Chandler City (South)",40.707,1 
"04","00108","AZ","Maricopa County--Tempe (South) & Chandler (Northwest) Cities",27.293,1 
"04","00109","AZ","Maricopa County--Tempe City (North)",24.341,1 
"04","00110","AZ","Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town",47.066,1 
"04","00111","AZ","Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town",1274.542,1 
"04","00112","AZ","Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek",235.004,1 
"04","00113","AZ","Phoenix City (Northeast)",33.04,1 
"04","00114","AZ","Phoenix City (Northeast Central)",24.037,1 
"04","00115","AZ","Phoenix City (Northwest Central)",21.905,1 
"04","00116","AZ","Phoenix City (Uptown)",17.182,1 
"04","00117","AZ","Phoenix City (East)",23.927,1 
"04","00118","AZ","Phoenix City--Downtown & Sky Harbor International Airport",34.594,1 
"04","00119","AZ","Phoenix City (South)",30.653,1 
"04","00120","AZ","Phoenix City--Ahwatukee & South Mountain",55.074,1 
"04","00121","AZ","Phoenix (Southwest) & Tolleson Cities",63.218,1 
"04","00122","AZ","Phoenix City--Maryvale (East)",14.246,1 
"04","00123","AZ","Phoenix City--Maryvale (West)",16.071,1 
"04","00124","AZ","Maricopa County--Glendale City (South)",26.034,1 
"04","00125","AZ","Phoenix City (West)",15.924,1 
"04","00126","AZ","Maricopa County--Glendale City (North)",32.026,1 
"04","00127","AZ","Maricopa County--Peoria City (South & Central)",28.397,1 
"04","00128","AZ","Phoenix City (North)",28.915,1 
"04","00129","AZ","Phoenix (Far North) & Peoria (Northwest) Cities",252.406,1 
"04","00130","AZ","Maricopa County--El Mirage City & Sun City",44.027,1 
"04","00131","AZ","Maricopa County--Surprise City (Central)",38.229,1 
"04","00132","AZ","Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities",142.09,1 
"04","00133","AZ","Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities",38.925,1 
"04","00134","AZ","Maricopa County (West) & Gila River Indian Community (Northwest)",6274.831,1 
"04","00201","AZ","Pima County (West)",7073.62,1 
"04","00202","AZ","Tucson (West) & Marana Cities",320.554,1 
"04","00203","AZ","Pima County (North Central)--Oro Valley Town",203.842,1 
"04","00204","AZ","Pima County (Northeast)",346.287,1 
"04","00205","AZ","Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town",1129.599,1 
"04","00206","AZ","Tucson City (Northeast)",23.404,1 
"04","00207","AZ","Tucson City (Northwest)",19.393,1 
"04","00208","AZ","Tucson City (South)",26.641,1 
"04","00209","AZ","Tucson City (Southeast)",43.696,1 
"04","00300","AZ","Navajo & Apache Counties",21147.942,1 
"04","00400","AZ","Coconino County--Flagstaff City",18618.885,1 
"04","00500","AZ","Yavapai County",8123.499,1 
"04","00600","AZ","Mohave & La Paz Counties--Lake Havasu City",17810.712,1 
"04","00700","AZ","Yuma County--Yuma City",5513.992,1 
"04","00800","AZ","Gila, Graham, Greenlee & Pinal (East) Counties",12250.612,1 
"04","00803","AZ","Pinal County (North)--Apache Junction City",554.193,1 
"04","00805","AZ","Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",2115.244,1 
"04","00807","AZ","Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",1669.218,1 
"04","00900","AZ","Cochise & Santa Cruz Counties--Sierra Vista City",7402.607,1 
"05","00100","AR","Benton County",847.357,1 
"05","00200","AR","Washington County",941.966,1 
"05","00300","AR","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",4692.856,1 
"05","00400","AR","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",4435.402,1 
"05","00500","AR","Craighead (West), Greene, Randolph, Lawrence & Clay Counties",2926.92,1 
"05","00600","AR","Crittenden, Mississippi & Craighead (East) Counties",1747.589,1 
"05","00700","AR","St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",3914.946,1 
"05","00800","AR","White, Jackson, Prairie & Woodruff Counties",2903.762,1 
"05","00900","AR","Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",645.117,1 
"05","01000","AR","Pulaski County (Central)--Little Rock City",114.646,1 
"05","01100","AR","Faulkner & Lonoke Counties",1418.613,1 
"05","01200","AR","Saline County",723.604,1 
"05","01300","AR","Pope, Johnson, Yell, Conway & Perry Counties",3505.988,1 
"05","01400","AR","Sebastian & Crawford Counties",1125.005,1 
"05","01500","AR","Logan, Polk, Franklin, Sevier, Howard & Scott Counties",4220.661,1 
"05","01600","AR","Garland, Hot Spring, Clark & Montgomery Counties",2938.938,1 
"05","01700","AR","Jefferson, Grant & Arkansas (Northwest) Counties",1824.166,1 
"05","01800","AR","Southeast Arkansas",5641.849,1 
"05","01900","AR","South Central Arkansas",3834.018,1 
"05","02000","AR","Southwest Arkansas",3632.074,1 
"06","00101","CA","Alameda County (North)--Berkeley & Albany Cities",12.258,1 
"06","00102","CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities",15.56,1 
"06","00103","CA","Alameda County (Northeast)--Oakland (East) & Piedmont Cities",27.596,1 
"06","00104","CA","Alameda County (North Central)--Oakland City (South Central)",9.267,1 
"06","00105","CA","Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities",31.019,1 
"06","00106","CA","Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland",57.909,1 
"06","00107","CA","Alameda County (Central)--Hayward City",58.277,1 
"06","00108","CA","Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities",68.201,1 
"06","00109","CA","Alameda County (South Central)--Fremont City (East)",43.463,1 
"06","00110","CA","Alameda County (East)--Livermore, Pleasanton & Dublin Cities",415.467,1 
"06","00300","CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",19252.489,1 
"06","00701","CA","Butte County (Northwest)--Chico City",509.478,1 
"06","00702","CA","Butte County (Southeast)--Oroville City & Paradise Town",1126.986,1 
"06","01100","CA","Colusa, Glenn, Tehama & Trinity Counties",8593.64,1 
"06","01301","CA","Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities",20.42,1 
"06","01302","CA","Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites",34.748,1 
"06","01303","CA","Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities",88.06,1 
"06","01304","CA","Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town",93.839,1 
"06","01305","CA","Contra Costa County (South)--San Ramon City & Danville Town",156.42,1 
"06","01306","CA","Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities",59.088,1 
"06","01307","CA","Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities",62.289,1 
"06","01308","CA","Contra Costa County (Northeast)--Antioch City",64.552,1 
"06","01309","CA","Contra Costa County (East)--Brentwood & Oakley Cities",136.522,1 
"06","01500","CA","Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",18296.257,1 
"06","01700","CA","El Dorado County--El Dorado Hills",1707.883,1 
"06","01901","CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",2764.136,1 
"06","01902","CA","Fresno County (North Central)--Fresno City (North)",52.399,1 
"06","01903","CA","Fresno County (Central)--Fresno City (East Central)",22.683,1 
"06","01904","CA","Fresno County (Central)--Fresno City (Southwest)",73.752,1 
"06","01905","CA","Fresno County (Central)--Fresno City (Southeast)",39.765,1 
"06","01906","CA","Fresno County (Central)--Clovis City",53.349,1 
"06","01907","CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",2951.908,1 
"06","02300","CA","Humboldt County",3567.987,1 
"06","02500","CA","Imperial County--El Centro City",4176.603,1 
"06","02901","CA","Kern County (West)--Delano, Wasco & Shafter Cities",2849.626,1 
"06","02902","CA","Kern County (Central)--Bakersfield City (West)",70.348,1 
"06","02903","CA","Kern County (Central)--Bakersfield City (Northeast)",97.143,1 
"06","02904","CA","Kern County (Central)--Bakersfield City (Southeast)",77.143,1 
"06","02905","CA","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",5037.656,1 
"06","03100","CA","Kings County--Hanford City",1389.42,1 
"06","03300","CA","Lake & Mendocino Counties",4762.807,1 
"06","03701","CA","Los Angeles County (North/Unincorporated)--Castaic",2103.071,1 
"06","03702","CA","Los Angeles County (Northwest)--Santa Clarita City",63.535,1 
"06","03703","CA","Los Angeles County (North Central)--Lancaster City",142.323,1 
"06","03704","CA","Los Angeles County (North Central)--Palmdale City",128.729,1 
"06","03705","CA","Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch)",36.85,1 
"06","03706","CA","Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar)",29.339,1 
"06","03707","CA","Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities",19.386,1 
"06","03708","CA","Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga)",38.869,1 
"06","03709","CA","Los Angeles County (Central)--San Gabriel Valley Region (North)",98.933,1 
"06","03710","CA","Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities",37.901,1 
"06","03711","CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities",61.994,1 
"06","03712","CA","Los Angeles County (East Central)--Pomona City",21.9,1 
"06","03713","CA","Los Angeles County (East Central)--Covina & Walnut Cities",24.396,1 
"06","03714","CA","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights",43.93,1 
"06","03715","CA","Los Angeles County (East Central)--West Covina City",15.516,1 
"06","03716","CA","Los Angeles County (East Central)--La Puente & Industry Cities",16.626,1 
"06","03717","CA","Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities",27.898,1 
"06","03718","CA","Los Angeles County (Central)--Pasadena City",19.867,1 
"06","03719","CA","Los Angeles County (Central)--Glendale City",30.417,1 
"06","03720","CA","Los Angeles County (Central)--Burbank City",28.411,1 
"06","03721","CA","Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village)",10.31,1 
"06","03722","CA","Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks)",13.177,1 
"06","03723","CA","Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City)",10.277,1 
"06","03724","CA","Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana)",29.768,1 
"06","03725","CA","Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills)",25.846,1 
"06","03726","CA","Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities",183.741,1 
"06","03727","CA","Los Angeles County (Central)--LA City (Central/Pacific Palisades)",47.467,1 
"06","03728","CA","Los Angeles County (Southwest)--Santa Monica City",9.578,1 
"06","03729","CA","Los Angeles County (West Central)--LA City (West Central/Westwood & West Los Angeles)",16.125,1 
"06","03730","CA","Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire)",11.565,1 
"06","03731","CA","Los Angeles County (Central)--West Hollywood & Beverly Hills Cities",13.448,1 
"06","03732","CA","Los Angeles County (Central)--LA City (East Central/Hollywood)",10.401,1 
"06","03733","CA","Los Angeles County (Central)--LA City (Central/Koreatown)",2.878,1 
"06","03734","CA","Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake)",11.667,1 
"06","03735","CA","Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park)",19.32,1 
"06","03736","CA","Los Angeles County (Central)--Alhambra & South Pasadena Cities",11.545,1 
"06","03737","CA","Los Angeles County (Central)--Monterey Park & Rosemead Cities",14.6,1 
"06","03738","CA","Los Angeles County (Central)--El Monte & South El Monte Cities",14.87,1 
"06","03739","CA","Los Angeles County (Southeast)--Whittier City & Hacienda Heights",37.007,1 
"06","03740","CA","Los Angeles County (Central)--Pico Rivera & Montebello Cities",16.654,1 
"06","03741","CA","Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities",14.098,1 
"06","03742","CA","Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park",11.956,1 
"06","03743","CA","Los Angeles County (Central)--East Los Angeles",7.17,1 
"06","03744","CA","Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights)",15.306,1 
"06","03745","CA","Los Angeles County (Central)--LA City (Southeast/East Vernon)",5.619,1 
"06","03746","CA","Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park)",5.526,1 
"06","03747","CA","Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills)",12.682,1 
"06","03748","CA","Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities",29.306,1 
"06","03749","CA","Los Angeles County (Central)--Inglewood City",9.173,1 
"06","03750","CA","Los Angeles County (South Central)--LA City (South Central/Westmont)",11.271,1 
"06","03751","CA","Los Angeles County (South Central)--LA City (South Central/Watts)",8.561,1 
"06","03752","CA","Los Angeles County (South)--South Gate & Lynwood Cities",12.527,1 
"06","03753","CA","Los Angeles County (South)--Downey City",12.085,1 
"06","03754","CA","Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities",23.636,1 
"06","03755","CA","Los Angeles County (Southeast)--Norwalk City",11.57,1 
"06","03756","CA","Los Angeles County (Southeast)--Bellflower & Paramount Cities",9.308,1 
"06","03757","CA","Los Angeles County (South Central)--Compton City & West Rancho Dominguez",19.319,1 
"06","03758","CA","Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens",13.579,1 
"06","03759","CA","Los Angeles County (South Central)--Hawthorne City",8.379,1 
"06","03760","CA","Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities",17.025,1 
"06","03761","CA","Los Angeles County (South Central)--Torrance City",17.9,1 
"06","03762","CA","Los Angeles County (South Central)--Carson City",21.117,1 
"06","03763","CA","Los Angeles County (South Central)--Long Beach City (North)",13.303,1 
"06","03764","CA","Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities",20.614,1 
"06","03765","CA","Los Angeles County (Southeast)--Long Beach City (East)",22.324,1 
"06","03766","CA","Los Angeles County (South)--Long Beach City (Southwest & Port)",11.524,1 
"06","03767","CA","Los Angeles County (South)--LA City (South/San Pedro)",25.858,1 
"06","03768","CA","Los Angeles County (Southwest)--Palos Verdes Peninsula",161.417,1 
"06","03769","CA","Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities",5.598,1 
"06","03900","CA","Madera County--Madera City",2137.069,1 
"06","04101","CA","Marin County (North & West)--Novato & San Rafael (North) Cities",470.224,1 
"06","04102","CA","Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities",50.081,1 
"06","04701","CA","Merced County (West & South)--Los Banos & Livingston Cities",1494.75,1 
"06","04702","CA","Merced County (Northeast)--Merced & Atwater Cities",440.222,1 
"06","05301","CA","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities",509.657,1 
"06","05302","CA","Monterey County (Northeast)--Salinas City",174.855,1 
"06","05303","CA","Monterey (South & East) & San Benito Counties",3984.793,1 
"06","05500","CA","Napa County--Napa City",748.362,1 
"06","05700","CA","Nevada & Sierra Counties",1910.986,1 
"06","05901","CA","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities",47.236,1 
"06","05902","CA","Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities",21.069,1 
"06","05903","CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities",72.761,1 
"06","05904","CA","Orange County (Central)--Irvine City (Central)",51.165,1 
"06","05905","CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",144.34,1 
"06","05906","CA","Orange County (North)--Yorba Linda, La Habra & Brea Cities",53.3,1 
"06","05907","CA","Orange County (North Central)--Fullerton & Placentia Cities",29.802,1 
"06","05908","CA","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",34.506,1 
"06","05909","CA","Orange County (North Central)--Anaheim City (West)",14.158,1 
"06","05910","CA","Orange County (North Central)--Anaheim City (East)",29.851,1 
"06","05911","CA","Orange County (Central)--Orange & Villa Park Cities",25.826,1 
"06","05912","CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",18.768,1 
"06","05913","CA","Orange County (Northwest)--Garden Grove City (East)",14.854,1 
"06","05914","CA","Orange County (Northwest)--Huntington Beach City",28.96,1 
"06","05915","CA","Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch",152.229,1 
"06","05916","CA","Orange County (Central)--Santa Ana City (West)",12.344,1 
"06","05917","CA","Orange County (Central)--Santa Ana City (East)",13.459,1 
"06","05918","CA","Orange County (Central)--Costa Mesa & Fountain Valley Cities",25.939,1 
"06","06101","CA","Placer County (Southwest)--Roseville City",137.703,1 
"06","06102","CA","Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",74.971,1 
"06","06103","CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",1194.334,1 
"06","06501","CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",4299.31,1 
"06","06502","CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",692.44,1 
"06","06503","CA","Riverside County (Southwest)--Temecula City",166.074,1 
"06","06504","CA","Riverside County (Southwest)--Murrieta & Wildomar Cities",57.384,1 
"06","06505","CA","Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities",207.891,1 
"06","06506","CA","Riverside County (Southwest)--Hemet City & East Hemet",249.222,1 
"06","06507","CA","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities",338.59,1 
"06","06508","CA","Riverside County (Northwest)--Moreno Valley City",93.713,1 
"06","06509","CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",169.746,1 
"06","06510","CA","Riverside County (Northwest)--Riverside City (East)",70.588,1 
"06","06511","CA","Riverside County (Northwest)--Riverside City (West)",33.808,1 
"06","06512","CA","Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",85.896,1 
"06","06513","CA","Riverside County (West Central)--Corona (Northwest) & Norco Cities",38.825,1 
"06","06514","CA","Riverside County (Northwest)--Jurupa Valley & Eastvale Cities",60.657,1 
"06","06515","CA","Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",642.336,1 
"06","06701","CA","Sacramento County (North Central)--Citrus Heights City",18.792,1 
"06","06702","CA","Sacramento County (Central)--Rancho Cordova City",69.449,1 
"06","06703","CA","Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)",26.51,1 
"06","06704","CA","Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park",25.237,1 
"06","06705","CA","Sacramento County (Northwest)--Sacramento City (Northwest/Natomas)",61.424,1 
"06","06706","CA","Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda",36.817,1 
"06","06707","CA","Sacramento County (West)--Sacramento City (Central/Downtown & Midtown)",25.411,1 
"06","06708","CA","Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)",44.519,1 
"06","06709","CA","Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)",22.772,1 
"06","06710","CA","Sacramento County (Central)--Elk Grove City",40.957,1 
"06","06711","CA","Sacramento County (South)--Galt, Isleton Cities & Delta Region",550.87,1 
"06","06712","CA","Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)",41.886,1 
"06","07101","CA","San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities",17928.315,1 
"06","07102","CA","San Bernardino County (West Central)--Victorville & Adelanto Cities",331.649,1 
"06","07103","CA","San Bernardino County (West Central)--Hesperia City & Apple Valley Town",193.636,1 
"06","07104","CA","San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",1141.874,1 
"06","07105","CA","San Bernardino County (Southwest)--Redlands & Yucaipa Cities",94.2,1 
"06","07106","CA","San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities",40.86,1 
"06","07107","CA","San Bernardino County (Southwest)--San Bernardino City (East)",28.688,1 
"06","07108","CA","San Bernardino County (Southwest)--San Bernardino City (West)",34.615,1 
"06","07109","CA","San Bernardino County (Southwest)--Rialto City",22.683,1 
"06","07110","CA","San Bernardino County (Southwest)--Fontana City (East)",20.481,1 
"06","07111","CA","San Bernardino County (Southwest)--Rancho Cucamonga City",41.438,1 
"06","07112","CA","San Bernardino County (Southwest)--Upland & Montclair Cities",23.393,1 
"06","07113","CA","San Bernardino County (Southwest)--Ontario City",44.768,1 
"06","07114","CA","San Bernardino County (Southwest)--Chino & Chino Hills Cities",81.953,1 
"06","07115","CA","San Bernardino County (Southwest)--Fontana City (West)",28.385,1 
"06","07301","CA","San Diego County (Northwest)--Oceanside City & Camp Pendleton",250.174,1 
"06","07302","CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",2687.816,1 
"06","07303","CA","San Diego County (Northwest)--Vista City",43.99,1 
"06","07304","CA","San Diego County (Northwest)--Carlsbad City",38.821,1 
"06","07305","CA","San Diego County (Northwest)--San Marcos & Escondido (West) Cities",47.786,1 
"06","07306","CA","San Diego County (Northwest)--Escondido City (East)",101.39,1 
"06","07307","CA","San Diego County (Central)--Lakeside, Winter Gardens & Ramona",244.188,1 
"06","07308","CA","San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities",65.724,1 
"06","07309","CA","San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities",88.53,1 
"06","07310","CA","San Diego County (West)--San Diego City (Southwest/Central Coastal)",41.448,1 
"06","07311","CA","San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa)",38.934,1 
"06","07312","CA","San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights)",41.574,1 
"06","07313","CA","San Diego County (Central)--El Cajon & Santee Cities",38.862,1 
"06","07314","CA","San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities",58.471,1 
"06","07315","CA","San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa)",32.119,1 
"06","07316","CA","San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park)",16.74,1 
"06","07317","CA","San Diego County (South Central)--San Diego City (Central/Mid-City)",15.78,1 
"06","07318","CA","San Diego County (South)--San Diego City (Southeast/Encanto & Skyline)",18.838,1 
"06","07319","CA","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",228.3,1 
"06","07320","CA","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)",40.198,1 
"06","07321","CA","San Diego County (Southwest)--Chula Vista (West) & National City Cities",21.885,1 
"06","07322","CA","San Diego County (South)--San Diego City (South/Otay Mesa & South Bay)",45.059,1 
"06","07501","CA","San Francisco County (North & West)--Richmond District",9.654,1 
"06","07502","CA","San Francisco County (North & East)--North Beach & Chinatown",4.457,1 
"06","07503","CA","San Francisco County (Central)--South of Market & Potrero",5.515,1 
"06","07504","CA","San Francisco County (Central)--Inner Mission & Castro",4.066,1 
"06","07505","CA","San Francisco County (Central)--Sunset District (North)",5.828,1 
"06","07506","CA","San Francisco County (South Central)--Sunset District (South)",8.721,1 
"06","07507","CA","San Francisco County (South Central)--Bayview & Hunters Point",8.632,1 
"06","07701","CA","San Joaquin County (Central)--Stockton City (North)",37.955,1 
"06","07702","CA","San Joaquin County (Central)--Stockton City (South)",30.545,1 
"06","07703","CA","San Joaquin County (South)--Tracy, Manteca & Lathrop Cities",341.793,1 
"06","07704","CA","San Joaquin County (North)--Lodi, Ripon & Escalon Cities",981.029,1 
"06","07901","CA","San Luis Obispo County (West)--Coastal Region",584.161,1 
"06","07902","CA","San Luis Obispo County (East)--Inland Region",2714.406,1 
"06","08101","CA","San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town",25.408,1 
"06","08102","CA","San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities",26.02,1 
"06","08103","CA","San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities",18.876,1 
"06","08104","CA","San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities",286.867,1 
"06","08105","CA","San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",31.542,1 
"06","08106","CA","San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",59.695,1 
